depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,Copy Number Public 23Q4 MUCL1,Copy Number Public 23Q4 PRMT5,Copy Number Public 23Q4 MAP1A,Copy Number Public 23Q4 MAT2A,Copy Number Public 23Q4 PDGFRB,Copy Number Public 23Q4 GJA1,Copy Number Public 23Q4 MTAP,Copy Number Public 23Q4 ZNF185,Expression Public 23Q4 MTAP,Expression Public 23Q4 PRMT5,Expression Public 23Q4 PDGFRB,Expression Public 23Q4 ZNF185,Expression Public 23Q4 GJA1,Expression Public 23Q4 MAP1A,Expression Public 23Q4 MAT2A,Expression Public 23Q4 MUCL1
ACH-000646,OVMANA,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,1.2007762702824456,1.1602963587711728,0.8518362035629241,1.298345940807181,1.0488210901370412,0.8612891220505549,0.8590354919405808,0.619012511481475,3.37851162325373,4.36737106564853,0.1763227726404629,1.6599245584023783,0.1890338243900171,0.3673710656485294,6.794415866350106,0.0
ACH-002183,OVMIU,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.9812297174252927,0.9934852758963224,0.951343714021941,0.9713046774955996,0.9627311728212248,1.0345751294896228,0.9761489747510534,0.8527984534191835,,,,,,,,
ACH-000409,OVSAHO,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,1.1172338292579054,0.8725653574042005,0.8555110392335047,1.165480994582584,1.3665080111720296,0.8570786414594675,0.8799325724354008,0.901559534535617,3.363171077119244,6.042863176247121,0.4646682670034443,4.305970520984387,0.6135316529179271,0.4541758931858021,7.529508641074312,0.0
ACH-001855,OZ,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,0.9619469769363383,0.9475302708824715,0.9615698857601496,1.211495198208279,1.2823708229749664,0.9467370257577632,2.649342356657841e-07,0.5196362932659342,0.0,5.5963388642052,0.01435529297707,3.552131108253784,0.0,0.0565835283663675,8.450510204006784,0.1890338243900171
ACH-000770,P31FUJ,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M5,,,0.9717716836470872,0.981668958513446,0.9974871921548272,1.014508729074161,1.0005861190119814,0.9905874071054132,0.9765113790211544,0.5610723704795013,5.696828464588713,6.519479002307236,1.495695162624069,0.933572638261024,0.1110313123887439,0.2141248053528473,7.976936383781449,0.5459683691052926
ACH-002293,P32ISH,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,1.0286025302636053,1.0496866999502867,0.9867588275826972,0.9933588562720408,0.9414644087305796,1.080740059397525,0.9607678791256874,0.5577703718835854,,,,,,,,
ACH-001627,P4E6,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,1.029067043846975,1.0266064036144118,1.016829024506279,0.9895069389992568,1.0233463971252268,1.021701301794107,0.7047031812060538,0.5375881548157987,3.750606504835592,5.639810977716776,0.01435529297707,3.2249663650002742,3.955126781261366,0.1890338243900171,6.988343852410407,0.0
ACH-001376,PACADD135,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,1.1255042867267295,0.9974038401337108,1.1600819708700034,0.982706901957472,0.9975615642052688,1.0082142523570987,0.7636527505623004,1.0672864264849813,4.388189537156084,4.910732661902912,0.0,4.672425341971495,0.0840642647884745,0.0565835283663675,5.195741293246449,0.5945485495503542
ACH-001378,PACADD159,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,1.17271321167713,0.9447136871994436,0.9272899456477324,1.0563782835306186,1.19851159084646,0.6207477087526513,1.0692988570383062,0.6614755460019422,4.572889668420581,4.542258049766918,0.2016338611696504,4.92837032301897,0.2016338611696504,0.0285691521967709,4.888012585402829,0.0
ACH-001380,PACADD165,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,1.009409486353281,0.7769235671337096,0.7542767345767476,0.9900570013013374,1.024996362610342,0.7609835850440276,0.7476000142937592,0.945118302045062,3.6926503700355298,5.490890978894291,0.4222330006830478,3.4776773275653072,0.070389327891398,0.1890338243900171,7.21091481607392,0.0
ACH-001382,PACADD188,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,1.075363060617646,0.8881646619932455,0.889331932487357,1.085632109501068,1.1047117299469165,0.6558668009599596,1.0910079386718896,0.9955942478314346,4.975446765640962,5.312882955284356,0.2141248053528473,5.341274183692175,0.8953026213333066,0.1890338243900171,8.054197294388812,0.0
ACH-000779,PC9,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.9905655512772696,0.7534570607233966,0.7907326400747394,1.0028367835234082,1.012885030561207,1.3889332346003906,0.7348972227611321,1.2096415674576906,4.43895814789755,5.788685710613533,0.0426443374084937,4.452200049406222,0.3103401206121505,0.0426443374084937,7.230068484698691,0.0
ACH-002294,PCI15A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,,,,1.106722959232589,0.9970555109447804,1.11300457882462,1.116413096736362,1.283807601963985,1.1728267236271115,1.1821924797245489,0.7800015315235163,,,,,,,,
ACH-002295,PCI30,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,1.1557180585583569,0.9582418936678389,1.0400869063613154,0.8513685267401598,0.8583595274064444,0.8793099202330942,0.8675000669051844,0.830949936652525,,,,,,,,
ACH-002296,PCI38,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.7780055001187559,1.028121341837364,1.212372101079532,1.0490675456841914,0.7536458430041583,0.8416005431157325,0.764779923337492,0.7334697681633178,,,,,,,,
ACH-002297,PCI4B,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,Laryngeal,,,0.9573302900515276,0.9827928554655694,1.1964350841040077,1.3127487595431424,1.0407564068266488,1.0566134818370456,0.8942583161052806,0.8983975875096046,,,,,,,,
ACH-002298,PCI6A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.9270211276548522,0.9825982326173098,0.9710180832283076,0.9633930506660288,0.7288538599687793,1.015174978942556,0.7355938283320578,0.6783920621126064,,,,,,,,
ACH-000606,PECAPJ34CLONEC12,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Basaloid,,,1.018601900083436,1.5037539140583729,1.2721385877362286,0.98937342708488,1.0236822402424082,1.035604790687489,0.755765182718028,0.5524989204751363,5.681449265314958,7.357024092784094,0.0565835283663675,4.874796965898665,4.612942196304665,0.2141248053528473,6.239168878665448,0.9107326619029126
ACH-000519,PEER,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,1.0109875242872155,1.004740763681229,1.004253752613919,0.9997935147786776,1.0006871635719847,0.9813871374966312,0.7339323469455402,0.5940160618073204,4.051372101721025,6.883132015657282,0.8953026213333066,0.6959938131099002,0.2141248053528473,4.773996325111173,8.50442176983273,0.0
ACH-001630,PEO1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,,,1.0708919902707903,1.0806810125395885,1.4115983417552678,1.0665390218240265,1.1006757591950376,1.07420696739744,1.338160727557661e-07,1.2235810744652502,0.0,5.202809492125013,0.1243281350022017,4.849999259466098,0.0976107966264223,0.4329594072761063,6.074676686294496,0.0
ACH-001632,PEO4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,,,1.0480979679538107,1.065720418737763,0.9748682835970166,1.051838613674411,1.0754077243541165,1.0690392473770531,3.3988393606557767e-09,1.0099143337328171,0.0,4.273515889702116,0.0426443374084937,3.292781749227846,0.0,0.0840642647884745,5.172727518012846,0.0
ACH-001634,PGA1,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,B-cell,,,1.3106402141713729,1.0086351890916636,1.0104541041112152,0.9821078430790976,1.0101081649176509,1.0103100787319057,1.0116733477520443,0.5386292315768519,0.4854268271702416,4.107687869314374,0.01435529297707,0.2265085298086797,0.1890338243900171,0.0840642647884745,5.081936081719432,0.0
ACH-002185,PL18,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.8364868813133493,0.9535134527180688,0.9619357843458616,0.9510863798599776,1.1717692240178816,1.2730827785554086,0.9436858832413164,1.02040275957551,,,,,,,,
ACH-002186,PL4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.908730170475362,1.1713121484447049,0.858776184129946,0.9951292500441709,1.058769300945446,0.903854890530008,0.3655992459305384,0.6272805637292773,,,,,,,,
ACH-000034,PLB985,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M3,,,,,,,,,,,3.237257770900372,5.48058827023386,0.0976107966264223,0.2509615735332188,0.2016338611696504,0.01435529297707,7.296732704584347,0.0
ACH-000170,PRECLH,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",,,,,,,,,,,,4.647890091059215,6.5136486501513895,0.3219280948873623,3.321928094887362,6.362294538395585,0.1763227726404629,8.787053665550587,0.0
ACH-002299,QIMRWIL,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,1.107866970054118,1.0113865831015032,0.9828506547395024,1.042669929527592,1.0147945886068148,0.8565305027141918,0.976261078909774,0.7835855890080881,,,,,,,,
ACH-000654,RAJI,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,0.9839230883010508,0.9743368917725213,0.9803684139485992,0.9823226452629384,0.98815056535799,0.9912492014264118,0.9778792325434578,0.591280636682309,4.877744249949002,7.1888360730305285,0.0565835283663675,0.7570232465074596,0.137503523749935,0.2630344058337938,8.75110884181332,0.0
ACH-001636,RAMOS,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,1.0309648315396245,1.0458522576300993,1.021226390619717,1.0141148793315575,1.0287488543779335,0.5970249718190286,1.0293801999600256,0.6280955021497603,4.013462259806563,5.611172380044005,0.0,0.1890338243900171,0.01435529297707,0.0840642647884745,7.061128135118254,0.0
ACH-001856,RBE,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,1.168732010279358,1.075974799616229,1.0505036605635605,1.0373056986990257,1.0623048501918162,0.8550624529592022,3.91164056852598e-07,0.8694335264031259,0.0,6.098032082960526,0.4436066514756146,1.5058909297299572,0.6135316529179271,0.1890338243900171,6.431622959713292,0.0
ACH-001743,RC2,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,,PAX3_FKHR,,,,,,,,,,4.927896453728821,6.608513578151302,1.6507645591169022,0.2265085298086797,3.1651079851445365,4.874796965898665,8.061020096398702,0.0
ACH-002187,RCCAB,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,1.0035338173912265,1.0352959724128017,0.6174883487932293,1.0303302681124578,1.0309832138726942,1.053861344563251,0.6683925257554877,0.6027572428730075,,,,,,,,
ACH-002188,RCCER,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,0.9998385090394192,1.033808586922795,0.9513673738519022,1.18169028040254,1.205459968086562,1.107781208983804,0.9034350406759092,0.5983895597728808,,,,,,,,
ACH-002189,RCCFG2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,0.9870268588404336,0.9705611247766264,0.9741910646113912,0.9835765585710536,1.1010029509121126,1.0186074705548855,0.6045228576761308,0.5828682149294455,,,,,,,,
ACH-002190,RCCJF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,1.0201264587012402,0.6239670992762137,0.9798137301636068,0.9911542856114532,1.285622230805148,1.102242917416669,0.9992746824190883,0.8760466997895001,,,,,,,,
ACH-002191,RCCJW,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,1.0988637689449356,0.6981898025172962,0.6621201240745993,0.9059571773224424,1.0512941448502928,0.8005277996117797,0.4905579689262215,0.6280111468395337,,,,,,,,
ACH-002192,RCCMF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,1.0556936588866588,0.6464313841627901,1.0337712419758236,1.0150906076674655,0.9922653455317492,1.144277956254501,0.4759988707475129,0.5948657121748591,,,,,,,,
ACH-000068,REC1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,B-cell Mantle Cell,,,1.4702033433774042,1.0709155693392325,0.6854790868424503,1.0685164933290243,1.0625190507065585,0.6455838649831753,0.337293854655292,0.6373873883706185,4.297191416565856,6.846367945984827,0.2630344058337938,0.3219280948873623,0.1505596765753814,2.381283372503784,7.747253114266956,0.0
ACH-000960,REH,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,0.9868732672576772,1.0036796806878832,0.9811596489578344,0.9991272641337676,1.019019743617827,0.9801016453103716,6.367081782502466e-08,0.536238852416772,0.1243281350022017,7.224098172311307,3.119356177039676,0.7136958148433591,0.2141248053528473,3.021479727410452,8.669912582737421,0.0
ACH-002193,RERFLCFM,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,1.0150370571495722,1.0554046394164998,1.0701407872975055,0.8811098202077101,0.6306197450426729,1.130458970087144,1.4066237866474545,0.8339132019828593,,,,,,,,
ACH-000442,RERFLCSQ1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.9789375303802732,0.7642969886535177,1.1884069496517458,1.210283091157247,1.0339763947867635,1.0402975386618052,0.0025466593039636,0.3840694048749628,0.1243281350022017,5.418527302101609,3.8268026842858265,2.204766750654613,0.5655971758542251,1.5360529002402097,7.767985775100136,0.0
ACH-002301,RF48,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,B-cell,,,1.2426917171312368,0.9898241421056452,0.9951412095118504,0.9946175780094596,0.9898991096693928,1.0002985308804866,0.9678655486587762,0.5731535007895715,,,,,,,,
ACH-000689,RH18,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,,,,0.8827833191645974,1.161482035767658,0.8838144504696968,1.1018059927965924,0.91474934913869,1.2190436280783812,0.879735334184625,0.6176555006622859,3.625270489374693,6.325350433189509,6.335926240928362,1.3673710656485294,7.234194722953812,5.47800105583793,7.187451054027326,0.0
ACH-001740,RH28,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,1.0867408834849253,1.5100310638263188,1.0890931878898429,1.2432120380622929,0.8856581890720129,1.0834437706932247,1.1338558810364314,0.3344938303634974,5.308885057411763,7.900081864963015,0.3219280948873623,0.3103401206121505,0.5360529002402097,4.121015400961366,7.838069346085931,0.0
ACH-001751,RH36,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,Embryonal,,,0.8686118184668168,0.962081781851366,0.6895313715656712,1.088099847794583,0.9905585972204844,0.9673343926774908,0.856620050317469,0.5356021547699579,4.2433644256936605,6.127220550488074,2.414135532984451,0.2509615735332188,0.0565835283663675,3.2479275134435857,6.88508622529017,0.0
ACH-001765,RH4,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,1.0652306093492887,1.3551720492750174,0.7000878272568625,1.0946724264807448,0.9011892295800014,0.8861537496635138,0.7309216910421352,0.754701897124692,4.022367813028454,7.129283016944966,1.7092906357233577,0.2986583155645151,1.111031312388744,3.2387868595871163,7.524502537449162,0.0
ACH-001745,RHJT,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,1.065663492775467,0.9363257915005588,0.8319504105994034,1.0764816060934903,0.8796613781151383,1.0821493913195563,0.8720081895914644,0.5889856680385455,4.424922088210688,6.35860724911781,1.6088092426755238,0.7048719644563528,4.952333566369686,2.0874628412503395,7.160577378340789,0.0
ACH-001639,ROS50,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",B-cell,,,1.017081439583697,1.0142229250494132,1.035252957948733,0.9304026941917508,1.00152780811554,1.0628745525269627,0.9852442407655932,0.737585594174573,,,,,,,,
ACH-002466,RPE1SS111,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,0.965757768187072,0.9591074877748592,0.9780800949385728,0.9485913926873036,0.9757974784453194,0.9634378692603544,1.2753580113517893,0.8926641390409078,5.46532151358055,6.444600813711502,3.907852071845964,0.3334237337251918,8.528883827274642,4.678071905112637,6.560714954474479,0.0
ACH-002465,RPE1SS119,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,1.01558730568228,1.008696554403586,0.995011155660273,1.009272608635966,1.0141719305209111,1.0142941183869494,1.0374954330248454,1.0600442391662943,4.931683057059805,5.9954845188775066,5.380937194927824,0.7136958148433591,7.969645535603404,3.2479275134435857,6.69655030107857,0.0
ACH-002462,RPE1SS48,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,0.9946818383645424,0.9896791829247494,1.0036997317727196,0.9842771209701282,1.005622915149661,1.0001595088169188,0.9938367214482724,0.9169041147932052,5.068240861312821,6.564073255736941,4.965322548367254,3.060047383669939,7.541948425333732,2.931683057059806,6.958958642852393,0.0
ACH-002467,RPE1SS51,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,0.9736167426415004,0.9752097189597404,0.9878421637635076,0.963569410554484,0.988029080843434,0.9764385955789188,0.9785070232836748,0.8946006878284584,4.375734538583156,6.284106911228743,4.667892125230234,0.4956951626240688,8.16540952031982,4.672425341971495,6.050501697446727,0.0
ACH-002464,RPE1SS6,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,0.9869396564147364,0.9826150264220276,0.9964374096207708,0.9731182075547876,0.9927105093294456,0.9887313554090662,0.986113976882256,0.91003333471939,4.653633311386255,6.034303767768035,5.020591094773247,2.448900951145128,7.051480865341333,4.299391206126829,6.514911264861354,0.0
ACH-002463,RPE1SS77,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,0.9931030649350568,0.9890975091145148,1.005211378539676,0.9797777449249472,1.0059075457971125,0.9956186731061546,0.9957876675254944,0.922591052943729,4.130107178658833,6.133193598664106,6.330916878114617,0.2750070474998698,8.602030710044462,3.91169158187234,5.9342805936400245,0.0
ACH-001182,RPMI6666,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,,,,1.002550750943092,1.0022081873421664,0.9973229882999936,0.9885716268595888,0.9970994217216111,0.9932787299369442,0.992985635220925,0.5824189981905856,,,,,,,,
ACH-000817,RPMI8226,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,Plasmacytoma,,,1.0398840076503426,0.7782919004001433,0.7574347728217345,1.0349713458195016,0.9662800172591632,0.776547635607846,0.8661275227210468,0.7389225818225547,4.422905742612183,6.087250664613308,0.0285691521967709,0.411426245726465,1.5459683691052926,0.0426443374084937,7.68404726161302,0.0
ACH-002302,RPMI8866,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",,BCR-ABL1 positive,,0.99335686550123,0.9996905331983704,0.9775991564265032,0.9984803012503533,0.987218128409174,1.0837780919475757,1.0059100560153449,0.8790201583028667,,,,,,,,
ACH-000874,RS411,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,0.9807102082992768,0.9824653710468634,0.978864620557446,0.9997620196313144,0.975139459954377,1.036490623734944,0.0015088411611591,0.8355267804304999,0.0,6.180903709179382,2.833902076669163,0.1890338243900171,0.0,1.3161457422933562,6.419370342528151,0.0
ACH-000531,RS5,Fibroblast,Non-Cancerous,"Fibroblast, Lung",,,,1.0085396252992975,1.0056194015391782,0.9867890466850336,1.007213946343412,1.005176252763463,1.0027110424527472,1.0039523991970318,0.5918454127174171,3.689299160535892,5.582254908357664,7.823621998132874,2.104336659814736,5.577126661307052,5.197314999473818,6.383358695385111,0.0976107966264223
ACH-001183,RT11284,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,1.0035293063891828,1.002886381609238,1.0072888198614425,0.9755482892752878,0.9986511311624884,0.995729838285275,3.2155649239396516e-09,0.8905818362186038,0.01435529297707,6.57106999816771,0.01435529297707,4.787641414483327,5.349082146391089,0.0976107966264223,7.332170850415109,0.2141248053528473
ACH-002461,RVH421SKINFV1,Skin,Melanoma,Melanoma,,,,1.0309408327204042,1.0032531595541756,0.7545511960476795,0.9959880937966556,1.0242290998585426,0.7474301783010999,0.614129497000708,0.688248470238235,3.636914580355878,5.933572638261024,2.017921907997262,1.6690267655096307,0.0426443374084937,0.5160151470036647,7.722602636851373,0.0
ACH-002195,RXF393,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,0.9954487017602766,0.7692747788055727,0.947653535599746,0.8086115792835022,0.9619357843458616,0.9481361104741716,0.5673544066502545,0.6254994657147432,,,,,,,,
ACH-002693,S462,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,,NF1,,0.9000474105185783,1.160467666614266,0.8971101372926691,1.1239883183230397,0.8885407533499123,1.041260652963831,1.276293120224075,0.5525514192388814,5.260025655961456,6.778208576398088,0.01435529297707,2.229587922740652,5.60584986719498,3.4789718050329426,7.171326940233305,2.2600256559614555
ACH-000064,SALE,Lung,Non-Cancerous,Immortalized Lung Cells,,,,,,,,,,,,4.078951341394822,6.520107901637548,0.5753123306874368,5.980025300238734,5.23035674505615,0.0840642647884745,8.141698448635685,0.0
ACH-002196,SBC1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,1.0409840936737025,1.0510426773587462,0.6046211073999093,1.0344860718854507,0.9478553097452184,0.8115120940328938,1.0648088059858876,0.5348573420840037,,,,,,,,
ACH-002197,SBC3,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,1.159884182237367,0.964975741781412,0.9745465757811989,0.979760492055776,0.9414485920591156,1.040164477310394,0.966952888085713,0.7220636531833131,,,,,,,,
ACH-000254,SCC15,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,0.9373808739148908,1.2363405875510431,1.3103370317981538,0.9784769813903084,1.0435670910321695,1.3197766651418248,0.7936464249560291,0.7378081632281768,3.642701571833233,6.121429908948958,1.6735564239901446,3.842978831788325,5.167117030227439,0.2868811477881615,6.277240898332067,0.0840642647884745
ACH-000238,SCC4,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Oral,,,1.050215606781428,1.0400119077409196,0.9953036688337332,1.0272954239484002,1.067975606317841,1.034659585509674,0.7978142555040958,1.084789399046728,3.765534746362977,6.125981653854716,0.2509615735332188,5.166715444966423,5.159871336778389,0.4750848829487828,7.234003066355604,0.01435529297707
ACH-001279,SCCOHT1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,,,,1.0001425070376102,0.9999060030623242,1.0096178468966912,0.998211609835876,1.00759388126765,1.0034085169991454,1.004222160217578,0.9432212303092709,4.329841176530628,6.675957032941749,1.0,1.8639384504239715,2.9011082430145123,2.4982508675278257,7.961739072604138,0.0
ACH-002198,SCH,Other,Extra Gonadal Germ Cell Tumor,Extra Gonadal Germ Cell Tumor,,,,1.1212327186923288,1.2508912602939048,1.3054574358861193,1.0675750297347784,1.0299373099636475,0.8600454536836901,0.8500249498363196,0.449871870784908,,,,,,,,
ACH-001386,SCLC22H,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,1.03356714001269,1.0299429229284096,1.0409517117560136,1.007714516239992,1.0450846596382737,1.0143067416786713,0.6492223515820299,0.559068952951557,4.59395128394841,6.749668340903956,0.01435529297707,0.7311832415722002,0.0565835283663675,3.956056652412403,7.605183170288658,0.01435529297707
ACH-001184,SCMCRM2,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,,PAX3_FKHR,,1.0161660714257648,0.9927124991998794,1.0009988455346217,1.1696977408265403,1.00288437761325,0.9970245746123388,0.8370914158493302,0.6457451433385535,4.612352498752662,6.589763486984977,0.6870606883398922,0.6040713236688608,0.0565835283663675,2.039138393906958,8.033698298750554,0.0
ACH-001280,SCS214,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,,1.3648294448622824,0.9140705401120456,0.9106603781102188,0.8912545008222528,0.9196534651930464,0.907081979820598,1.180884141698604,0.898656257234159,4.3348542693316325,5.874796965898665,0.7990873060740036,4.840463233869542,1.063502942306158,0.4646682670034443,6.281327329659484,0.0
ACH-001735,SEMK2,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,1.0070280354531398,1.0153311038047927,1.029260846117991,1.021069135122055,1.0058442897277735,1.0061078748326706,1.0089033040652249,0.8676532723007093,4.8011586560936985,6.267348520202451,5.097610796626422,0.6780719051126377,0.01435529297707,0.2509615735332188,7.667750232430426,0.0
ACH-000195,SET2,Myeloid,Acute Myeloid Leukemia,Acute Megakaryoblastic Leukemia,,,,1.023198568857101,1.09350297750075,0.9946942922553014,1.0894021741549114,0.6257538618046885,1.1152492367578104,3.440897061844568e-05,1.0924310084409865,0.1634987322828795,6.395062799517578,0.3103401206121505,1.0426443374084935,4.607626220845488,1.6369145803558778,7.604442034424784,0.4329594072761063
ACH-000887,SF172,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,1.0754003678880917,1.1867622071960726,1.0372646781781354,1.1846915406270937,0.878224696433014,1.0023679401028394,2.7154347671993347e-09,0.5856258054538267,0.2750070474998698,7.095186009915057,0.070389327891398,3.745237332129749,0.3334237337251918,0.0285691521967709,7.139244363347547,0.0
ACH-000655,SF268,CNS/Brain,Diffuse Glioma,Astrocytoma,,,,1.0535420905753117,0.8431516038116619,1.0651815323620757,0.9355081939812262,1.1120456500503706,1.0408746147180823,6.913830472983506e-09,0.7578874413160824,0.2265085298086797,6.773073253438878,3.611172380044005,3.4776773275653072,6.220910321648719,0.3673710656485294,7.073713140908377,0.0
ACH-000273,SF539,CNS/Brain,Diffuse Glioma,Gliosarcoma,,,,0.8870673917094343,0.934539952541762,1.0398110734498998,0.8108828703673512,1.1513753157829976,1.0578554810584602,1.0985561897658616,0.7108351617388566,4.443606651475615,5.384740587292384,6.709152756902506,0.4541758931858021,8.609806663333226,4.496973580998276,6.812369865972219,0.0
ACH-000490,SF767,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,Astrocytoma,,,1.029323072151362,1.2049259578767089,1.1706823298978477,1.1634477376708452,1.1419172771629191,0.8912240847738747,1.0249435791430952,1.0665620136174725,5.349082146391089,6.611910067354084,0.2630344058337938,6.004950759951045,6.108524456778169,0.2509615735332188,7.531069492725954,0.3448284969974411
